rank,candidate_id,relative_path,candidate_type,score,sha256,primary_recall_reason,config_reference_count,related_texture_count,related_shader_count,related_sound_count,mesh_count,triangle_count,identity_status,next_action
1,P5T01-C00457,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast.LTB,model,220,5dbcee45c4565b2026a4e4d2d639a4b7022b4f4fc1c5ef69bc8f49fd5a6c54f7,keyword:M4,6,3,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
2,P5T01-C00476,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Classic.LTB,model,220,5dbcee45c4565b2026a4e4d2d639a4b7022b4f4fc1c5ef69bc8f49fd5a6c54f7,keyword:M4,4,5,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
3,P5T01-C00470,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_BL.LTB,model,210,28e8958fe464c1f0f3691a8d38f56bf058b7cb73f6534fba947951876c522588,keyword:M4,1,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
4,P5T01-C00477,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Classic_BL.LTB,model,210,e3c2b1bc115530095032ab9238e5f5c3a3a0e83fab709da85f199afb2d06ea1e,keyword:M4,2,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
5,P5T01-C01290,data/rf016/Models/WEAPONS/QV-M4A1_S_BornBeast.LTB,model,170,96e2320009bd125730defca37fabecbd015f73fee6090eb7ae019ade2cc3504c,keyword:M4,1,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
6,P5T01-C00229,data/rf016/Models/PLAYERVIEW/PV-EliteMOS_M4A1_IronBeast.LTB,model,120,f2d1a99c29e1042653630d40d773a009fc5928b44d2ab572494d2c531acccd9b,keyword:M4,0,7,0,1,5,5958,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
7,P5T01-C00248,data/rf016/Models/PLAYERVIEW/PV-GunNiang_B_M4A1_S_IronBeast.LTB,model,120,f8ad721143dd025d971c11c8c556ea9d4c957f0b06dbcef93650f7f3d42c31c7,keyword:M4,0,7,0,1,5,8579,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
8,P5T01-C00290,data/rf016/Models/PLAYERVIEW/PV-M4A1_BORNBEAST_NG_WIND.LTB,model,120,9356a07229b956061558e47b5a97fdda86d096afe25d8b20700e412c5ccd75c2,keyword:M4,0,7,0,1,5,3183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
9,P5T01-C00386,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast.LTB,model,120,8ded4b86b7e49d7b7f7638a823fa03468d43172df11715ba7e25f93665cba474,keyword:M4,0,7,0,1,7,11168,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
10,P5T01-C00389,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_Sprint.LTB,model,120,35531bfdd74cb53d128dd1cbf1ecfd9e03c253fc427add5475954cd5d4612514,keyword:M4,0,7,0,1,7,11168,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
11,P5T01-C00401,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast.LTB,model,120,28d16db9f522e7fe318060804f6572ce88edda299a20639d44a356acdc30e751,keyword:M4,0,7,0,1,5,3183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
12,P5T01-C00403,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Champion.LTB,model,120,5484f97e21100d4ac521590af6983d367fa65b24ad633b53c5ff643a01fa3745,keyword:M4,0,7,0,1,5,3183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
13,P5T01-C00414,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Medusa.LTB,model,120,855a71a38e679924d637adcee44dd6d3e46dbfb070cb8c6b02c88094b72ea7f3,keyword:M4,0,7,0,1,5,3183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
14,P5T01-C00419,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_NG_GoldenWind.LTB,model,120,5484f97e21100d4ac521590af6983d367fa65b24ad633b53c5ff643a01fa3745,keyword:M4,0,7,0,1,5,3183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
15,P5T01-C00424,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong.LTB,model,120,d415f91ffa962344c666cea2ea438c90f653d04f8d5b0a506b4eacb75c717fa0,keyword:M4,0,7,0,1,9,12013,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
16,P5T01-C00425,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong2_NG.LTB,model,120,6d9621f431c70fadb5fe5dfdaac8d508a3d98397e4eaf59758a76880bd55976e,keyword:M4,0,7,0,1,5,3183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
17,P5T01-C00431,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_Darken.LTB,model,120,d415f91ffa962344c666cea2ea438c90f653d04f8d5b0a506b4eacb75c717fa0,keyword:M4,0,7,0,1,9,12013,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
18,P5T01-C00439,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen.LTB,model,120,269f3fb851745237e6c1599b3ee60e1d6652f651daf8c26d3fe04f2b4575c638,keyword:M4,0,7,0,1,4,8150,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
19,P5T01-C00442,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_Nano.LTB,model,120,fc0f325111d6e170de78e069373ff9fe5f9da457b405148352efad3fc78c0b69,keyword:M4,0,7,0,1,9,16022,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
20,P5T01-C00447,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_Nano_test.LTB,model,120,a01dd1bbfa7db0f8962afdab1d2a842f07a889ab7835c3cd080a89dc8c396e9b,keyword:M4,0,7,0,1,9,16022,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
21,P5T01-C00458,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2.LTB,model,120,6d685e93d15952bb5af82c047bcf8a65dce28c3783980f865ce1179c238f7774,keyword:M4,0,7,0,1,7,8905,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
22,P5T01-C00463,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_sprint.LTB,model,120,f915de0e0a9b92ebb7324dee7dc05a01fc4dbedda76f014d32783826673a77d7,keyword:M4,0,7,0,1,7,8905,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
23,P5T01-C00468,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_13thCarnival.LTB,model,120,2563cf3db26751c9a163fa0d3f81d3f0535a467fb353b6b70921124995996f71,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
24,P5T01-C00471,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_CFS21.LTB,model,120,efdb7aa6253887544579a05576d80d409e44ced1f105dfb22f3aeeae8a226e47,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
25,P5T01-C00481,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_FuXi.LTB,model,120,61cab3a6f0aa1b31ad4f4f47114a2b3c3866a818fa0f8863661c4317523efad2,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
26,P5T01-C00487,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_HHUD.LTB,model,120,efdb7aa6253887544579a05576d80d409e44ced1f105dfb22f3aeeae8a226e47,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
27,P5T01-C00492,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_IceSoul.LTB,model,120,7b4b75d01be2f3dc0d4f00683a0c717a9c872270ce28dd268c947373882f7e7e,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
28,P5T01-C00497,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ImperialGold.LTB,model,120,413722d4a302ace275434ddac6e7e17d0ecba00cd97fa16d0e9602a27352b443,keyword:M4,0,7,0,1,11,5420,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
29,P5T01-C00502,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Legend18.LTB,model,120,61cab3a6f0aa1b31ad4f4f47114a2b3c3866a818fa0f8863661c4317523efad2,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
30,P5T01-C00507,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_MJXW.LTB,model,120,35cf5bd88978f01fbc699544d3b86ec340ba47542bea84529ede80344449d68c,keyword:M4,0,7,0,1,5,3183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
31,P5T01-C00512,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Natalya.LTB,model,120,fe8be550c9532d7d6ce5d0e0dc01b84d8270103cce07bb745c2a03d43d264a67,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
32,P5T01-C00517,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Shaolin.LTB,model,120,3630adf3a326f50308966deec64bd72a048a3350088fc8c71aa572346b6d98c0,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
33,P5T01-C00522,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_TV.LTB,model,120,5dbcee45c4565b2026a4e4d2d639a4b7022b4f4fc1c5ef69bc8f49fd5a6c54f7,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
34,P5T01-C00529,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ZhaoYun.LTB,model,120,fe8be550c9532d7d6ce5d0e0dc01b84d8270103cce07bb745c2a03d43d264a67,keyword:M4,0,7,0,1,11,5342,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
35,P5T01-C00534,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_w10y.LTB,model,120,35cf5bd88978f01fbc699544d3b86ec340ba47542bea84529ede80344449d68c,keyword:M4,0,7,0,1,5,3183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
36,P5T01-C00539,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_ClassicBeast.LTB,model,120,d1a5b5184575e747b9599905c17979a8e6320ca8fa4667d03a681cdd1bfc08a3,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
37,P5T01-C00544,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_DemonicBeast.LTB,model,120,a5d89dcfd0b4c52b1c05b8c0306d3d069202e15fa81bfae4a13195bda118cdbe,keyword:M4,0,7,0,1,8,9178,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
38,P5T01-C00547,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_DemonicBeast_Sprint.LTB,model,120,5a07dcfc0da2e5e63dd8761d8a573c699979fd65414f82555af1083c50a45c40,keyword:M4,0,7,0,1,8,9178,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
39,P5T01-C00649,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast-NobleGold.LTB,model,120,b5b590708450a6b8e59420ff2229630c0d178853aa5657597ab575536081070d,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
40,P5T01-C00654,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast2.LTB,model,120,e7752ef8789dd3f4313ee389fee43abfbd568f36b62d45d047bb0d32a709641e,keyword:M4,0,7,0,1,6,11183,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
41,P5T01-C00659,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast_BR.LTB,model,120,372bd4935597baeba8138daa0b6fe8edba0f292ba4f4bc689bf636341ff0df79,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
42,P5T01-C00664,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast_BirthdayBang.LTB,model,120,cff638dd8b28ea2edbd3de7c26eecf137e0a2888db54824c5728bcdbbb6a8310,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
43,P5T01-C00669,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast_Champ_Q9.LTB,model,120,b5b590708450a6b8e59420ff2229630c0d178853aa5657597ab575536081070d,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
44,P5T01-C00674,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast_Gilt.LTB,model,120,a0ccef5deed745f1731eb93295c630f531123288055f3c3790531b99b6e401b8,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
45,P5T01-C00679,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast_HuluXiongdi.LTB,model,120,c1d38385d65428539e767a891c9600649832c0a56d22d0780b17e9836c384081,keyword:M4,0,7,0,1,14,7257,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
46,P5T01-C00684,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast_ImperialGold.LTB,model,120,aa866c1ef2416cd96c30a0e57af3d19850b1741e7cd8a92c526fa4a74013eeda,keyword:M4,0,7,0,1,12,5426,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
47,P5T01-C00689,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast_NG_Xingpo.LTB,model,120,b6d043ae60037fc040b421baf3e2a31f0efa6d92a681b26786d41b2e3a32117d,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
48,P5T01-C00694,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_IronBeast_Virgo.LTB,model,120,a0ccef5deed745f1731eb93295c630f531123288055f3c3790531b99b6e401b8,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
49,P5T01-C00704,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Ironbeast_Olive.LTB,model,120,a0ccef5deed745f1731eb93295c630f531123288055f3c3790531b99b6e401b8,keyword:M4,0,7,0,1,11,5250,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
50,P5T01-C00775,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_RedKnifeBeast.LTB,model,120,fac2bcfd8053842a534162cf3135a9815078b586d36120690517181633bc3f94,keyword:M4,0,7,0,1,12,7491,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
51,P5T01-C00780,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_RedRifleBeast.LTB,model,120,40bb608a4fc319c6332831ce9b0bc5862a15453a67888cf4d6c15794c66c25e7,keyword:M4,0,7,0,1,12,7819,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
52,P5T01-C01182,data/rf016/Models/PLAYERVIEW/PV-NANO_M4A1_IronBeast.LTB,model,120,1efe59d159134f34ed38b95c74e06ca448471cde2a00519b94fcf379eebe8697,keyword:M4,0,7,0,1,5,5958,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
53,P5T01-C01222,data/rf016/Models/PLAYERVIEW/PV-TigerRifle_Ares_M4A1_Beast.LTB,model,120,3196a2cf3415fed5a724b1c46fdfb06741d5d5a9b4f75c301aa63ddb13de8376,keyword:M4,0,7,0,1,3,6107,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
54,P5T01-C00230,data/rf016/Models/PLAYERVIEW/PV-EliteMOS_M4A1_IronBeast_BL.LTB,model,110,9ccc8f58db5d2e0d6d02b071479525839d01c23dd0543cb7a6a9451c3665f7c8,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
55,P5T01-C00231,data/rf016/Models/PLAYERVIEW/PV-EliteMOS_M4A1_IronBeast_GR.LTB,model,110,ae2ef3df4de5e99cb991f46728991dc96ce6f5f9e5dfecc44b89849200580be1,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
56,P5T01-C00232,data/rf016/Models/PLAYERVIEW/PV-EliteMOS_M4A1_IronBeast_WOMAN_BL.LTB,model,110,34295fe3ceab102505f89a07300894dfe8116d2160c521c5657613efbf61d40d,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
57,P5T01-C00233,data/rf016/Models/PLAYERVIEW/PV-EliteMOS_M4A1_IronBeast_WOMAN_GR.LTB,model,110,25590c4c1c597aecb930dfe5a134378492e74fe6f52e098a834f28fae4116cd7,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
58,P5T01-C00249,data/rf016/Models/PLAYERVIEW/PV-GunNiang_B_M4A1_S_IronBeast_BL.LTB,model,110,c38489837a52d9fb39c09f04ea8665f0f9ce411f4f71085f95cca2875d0c1243,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
59,P5T01-C00250,data/rf016/Models/PLAYERVIEW/PV-GunNiang_B_M4A1_S_IronBeast_GR.LTB,model,110,d7713bfe22681a5d1c66d7c67fa840bffedefc03e0353450e95e6f1519ea980b,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
60,P5T01-C00251,data/rf016/Models/PLAYERVIEW/PV-GunNiang_B_M4A1_S_IronBeast_WOMAN_BL.LTB,model,110,92af2f87d8967c19f374163883e803688a89bf630cd11c779f0e000bf275c7f1,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
61,P5T01-C00252,data/rf016/Models/PLAYERVIEW/PV-GunNiang_B_M4A1_S_IronBeast_WOMAN_GR.LTB,model,110,198e9ca549542b00455c1d63b924b8e551df7329214c789ef860c8e17215d1d9,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
62,P5T01-C00291,data/rf016/Models/PLAYERVIEW/PV-M4A1_BORNBEAST_NG_WIND_BL.LTB,model,110,566ed2da03d210f17dc7fc9a96c1d01699eaf24b41bba6818d68925155c06475,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
63,P5T01-C00292,data/rf016/Models/PLAYERVIEW/PV-M4A1_BORNBEAST_NG_WIND_GR.LTB,model,110,e7e20b22c76927da979cee4e1494c856d81fd3ef47b9a4b3ed8411ad5fc7bc41,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
64,P5T01-C00293,data/rf016/Models/PLAYERVIEW/PV-M4A1_BORNBEAST_NG_WIND_WOMAN_BL.LTB,model,110,d93c874b5eba12c3dd7aacd9753cfac3321319657ed025776ed05ff569c82105,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
65,P5T01-C00294,data/rf016/Models/PLAYERVIEW/PV-M4A1_BORNBEAST_NG_WIND_WOMAN_GR.LTB,model,110,bb33e6b125d01956fe664fecb1793e4b77fb8745ed1646e90c0eef92c5b065d2,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
66,P5T01-C00387,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_BL.LTB,model,110,f8f8d4a3bc1ebbd8df3baddbe5f2f75ede8a36052663b9bf4d1610eed998696c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
67,P5T01-C00388,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_GR.LTB,model,110,f8f8d4a3bc1ebbd8df3baddbe5f2f75ede8a36052663b9bf4d1610eed998696c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
68,P5T01-C00390,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_Sprint_BL.LTB,model,110,7855911a44ad9818bba9cd738ba43cda022e9ef07cae11c1069d7466c3261e57,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
69,P5T01-C00391,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_Sprint_GR.LTB,model,110,7855911a44ad9818bba9cd738ba43cda022e9ef07cae11c1069d7466c3261e57,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
70,P5T01-C00392,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_Sprint_WOMAN_BL.LTB,model,110,7855911a44ad9818bba9cd738ba43cda022e9ef07cae11c1069d7466c3261e57,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
71,P5T01-C00393,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_Sprint_WOMAN_GR.LTB,model,110,7855911a44ad9818bba9cd738ba43cda022e9ef07cae11c1069d7466c3261e57,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
72,P5T01-C00394,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_WOMAN_BL.LTB,model,110,f8f8d4a3bc1ebbd8df3baddbe5f2f75ede8a36052663b9bf4d1610eed998696c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
73,P5T01-C00395,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_AngelicBeast_WOMAN_GR.LTB,model,110,f8f8d4a3bc1ebbd8df3baddbe5f2f75ede8a36052663b9bf4d1610eed998696c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
74,P5T01-C00402,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_BL.LTB,model,110,ff370e4bfc71640435b5d9d01a6a416be15e5d453340a437911ce277d40026ef,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
75,P5T01-C00404,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Champion_BL.LTB,model,110,4b8144728af53db2905b4f526183eeec76a5fe853f7abda40c03c3214d2c0698,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
76,P5T01-C00405,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Champion_GR.LTB,model,110,2adf3d87697165ade46db0eb774e5c833c42c10d87c7569db2542b265a37e8de,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
77,P5T01-C00406,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Champion_WOMAN_BL.LTB,model,110,db47c8d1d3cca121577c32d29be96a9c1351bfa24abba7a7f453dd867a6db92a,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
78,P5T01-C00407,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Champion_WOMAN_GR.LTB,model,110,49f8dded2e5a896936d9d1a5a71e8536c27aff25f8cb03acd75a8d6c4f7fd6b2,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
79,P5T01-C00408,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_GR.LTB,model,110,bc96225cab9ee3616b6192c5255d0fe4c4826fa3609fcb76cc39f8e582ef4b37,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
80,P5T01-C00409,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_ImperialGold.LTB,model,110,998453deb1c9d36694473d9416618f153b7f432ede7be02312e1a48a49c9489f,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
81,P5T01-C00410,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_ImperialGold_BL.LTB,model,110,65de801b559ec0d622d92b2925c7282bff4f5aa6531bf620a6fe200fa5848a0a,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
82,P5T01-C00411,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_ImperialGold_GR.LTB,model,110,58d1bd206912b657826560c0600ff489cf096c83e68466dcf61a24cdd64fda78,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
83,P5T01-C00412,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_ImperialGold_WOMAN_BL.LTB,model,110,4c181c959582de97b6fb0053d20894038aba8fc6814699477ca1d717013a1e5f,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
84,P5T01-C00413,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_ImperialGold_WOMAN_GR.LTB,model,110,9ab7c666808c7132c04c533618d23b337a24028ca54548fe0131453b00797dc8,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
85,P5T01-C00415,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Medusa_BL.LTB,model,110,ab7a15c42f59b8d2aebb362f100ce2b50944b58f81082031fda26b0676f572ef,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
86,P5T01-C00416,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Medusa_GR.LTB,model,110,ab7a15c42f59b8d2aebb362f100ce2b50944b58f81082031fda26b0676f572ef,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
87,P5T01-C00417,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Medusa_WOMAN_BL.LTB,model,110,ab7a15c42f59b8d2aebb362f100ce2b50944b58f81082031fda26b0676f572ef,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
88,P5T01-C00418,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_Medusa_WOMAN_GR.LTB,model,110,ab7a15c42f59b8d2aebb362f100ce2b50944b58f81082031fda26b0676f572ef,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
89,P5T01-C00420,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_NG_GoldenWind_BL.LTB,model,110,5c32c066079ec2c5f73dda5a213b55f15f9bfb7230bea804ec2c9824ba79af0c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
90,P5T01-C00421,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_NG_GoldenWind_GR.LTB,model,110,5c32c066079ec2c5f73dda5a213b55f15f9bfb7230bea804ec2c9824ba79af0c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
91,P5T01-C00422,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_NG_GoldenWind_WOMAN_BL.LTB,model,110,5c32c066079ec2c5f73dda5a213b55f15f9bfb7230bea804ec2c9824ba79af0c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
