rank,candidate_id,relative_path,candidate_type,score,sha256,primary_recall_reason,config_reference_count,related_texture_count,related_shader_count,related_sound_count,mesh_count,triangle_count,identity_status,next_action
2226,P5T01-C02106,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-PC-CRYSTAL.DTX,texture,-15,99c2a8c12e689d85853bac5ac2145903272efe283b76386c496688d08a6d1f08,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2227,P5T01-C02107,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-PC-SILVER.DTX,texture,-15,e84ba166af0f9792146934af3254385bc0a300c4dbde1c05455bc13a8f7955eb,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2228,P5T01-C02108,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-Pink.DTX,texture,-15,baaeae08c0d50d1a1599e32af4c2595361c4a20a486faa4cec912fb5e7e28661,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2229,P5T01-C02109,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-QT.DTX,texture,-15,0dfc169edf8216d5c02162cea889c51c9979045d35c5648df9518d45b3b76499,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2230,P5T01-C02110,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-R.Dragon.DTX,texture,-15,eaf4a679ed34fce75f1182be6d6f397132b8d241e7db0c3b0bec2f06ffee0fda,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2231,P5T01-C02111,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-RoyalDragon.DTX,texture,-15,0f7e38d6c11512353c38fbaa58647da101291b84614b7f85e817a8e97ea57af1,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2232,P5T01-C02114,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-S-Blossoms.DTX,texture,-15,7fe4a4767917cb4bd93da95eed57e1a698ac96dda6f11bbcaedf33c6672bfb98,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2233,P5T01-C02117,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-S-PinkCrystal.DTX,texture,-15,f07b0ca1f20227e6f62c8df33f85851578b6380cef382201d7bd3393ff2cc3fa,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2234,P5T01-C02118,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-S-UltimateGold.DTX,texture,-15,a155ea5d524c043689abb96a82cf86b49a8ac123fbda92f793781947323cbc0b,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2235,P5T01-C02119,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-S.DTX,texture,-15,dab312aece8385046974bcc798800ff27dfff87372bcec997406e3d4742b264d,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2236,P5T01-C02120,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-SILENCER.DTX,texture,-15,37145de877fbc38f0a230fb19ba94cf1ffe2ccf6d412a0461823125b9b19c926,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2237,P5T01-C02121,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-STRIPES.DTX,texture,-15,61f8b58e92b75615a21bb9d7b84b63a4af1d071212219c8b96cfb4fea3968db7,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2238,P5T01-C02122,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-S_QQ.DTX,texture,-15,75f51a2140c1fb54447d8247eecaef6b111dc0bb86661bdf69b1890f1c1f0bb0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2239,P5T01-C02123,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-S_UltimateSilver.DTX,texture,-15,c6eb732600164b783248c988fdf91ae593367ecebb22842415213b95f882cd5a,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2240,P5T01-C02124,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-TGC.DTX,texture,-15,643aa80a8b2fd5448e36f162237f6aec95744abd2f9327558d6089fb6121c4e0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2241,P5T01-C02125,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-Tiger.DTX,texture,-15,b61f5fc4e09977654a99d7a7052e3a99c1874d2a0878a792e37db0b39550e3c1,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2242,P5T01-C02126,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-X-Halloween.DTX,texture,-15,522be1f727b43733516de41fa1b48595dba584c5751ce262a50231f5363b0931,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2243,P5T01-C02127,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-X.DTX,texture,-15,167e11b93db33c638a93125d975f31a9b833df06aec1e9d989e153d8bac039d0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2244,P5T01-C02128,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-XMAS.DTX,texture,-15,d4b0f6fa8c4911168eb5eb66611b0fcedee396c2cf114dd0f2dbcf0a13f51505,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2245,P5T01-C02129,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-XMAS2.DTX,texture,-15,ddec9cf18fcd990dbe205e2a1c00f05824793f261346dcc5591f2d6626d056de,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2246,P5T01-C02130,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-XS-RoyalDragon2.DTX,texture,-15,879f448b873492832cb305efbdaf0fb3dbb06924a2beaf3a4df42507d2a860f0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2247,P5T01-C02131,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-XS-RoyalDragon4.DTX,texture,-15,c984ccda511ac8bfcd16404f0b78dce869daeebf96f54c3ae6fa8c22fe561460,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2248,P5T01-C02132,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-X_CAMO.DTX,texture,-15,85dd5f082da8df32e8866540d1a83afe6e62e149302009289662d7d18a80c8c1,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2249,P5T01-C02133,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-X_GOLD.DTX,texture,-15,0bee51f80899b5ae6721957b136ecbebd819505571780d854f3f7166fed5a525,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2250,P5T01-C02134,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-X_GOLDFIRE.DTX,texture,-15,f4de1a3de39d07a34e988a5e446a1f104319674df66b68fa881aa70367277e52,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2251,P5T01-C02135,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1-phoenix.DTX,texture,-15,aad4edd0f8e377c1b66f509bb65bcacedd1f5e5e598d8c5109f5b669c41eb7e6,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2252,P5T01-C02136,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1.DTX,texture,-15,d5ccf191e2bf1450eb16efbc1512987ee60b77b8ce7603ae807ed088d3b0e183,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2253,P5T01-C02137,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_Balance.DTX,texture,-15,f6463c3a1c8ab7908f64708a3ba12da6d984af70a64fd7acedac69d807b79139,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2254,P5T01-C02138,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_CFS2014.DTX,texture,-15,75f82c386f0ec54562c48c7e242f204dda6ec50c1d5dc735369ecf1a5d03c7d1,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2255,P5T01-C02139,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_CFS2015.DTX,texture,-15,75f82c386f0ec54562c48c7e242f204dda6ec50c1d5dc735369ecf1a5d03c7d1,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2256,P5T01-C02140,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_C_UltimateGold.DTX,texture,-15,6be46fb02bc30de19c560c90334d821dc780da7a402b0fd3f2ce0d4371f77c1d,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2257,P5T01-C02141,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_Custom_violetCrystal.DTX,texture,-15,8f2d93f1a82a82b9572492f3431016d955f406a14dccff4f04d61d130295057a,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2258,P5T01-C02142,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_DigitalCamo_Silencer.DTX,texture,-15,09f50bc477f321e78c84a8b94b65007838c249bb7ccaaad17640fb62bf283554,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2259,P5T01-C02143,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_S_BlueDiamond.DTX,texture,-15,2267aeac46b0fa0a2bc6ab52542ee6e2b1bba382d29fc7e251eb1cc64fe4ba9a,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2260,P5T01-C02144,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_S_BluePottery.DTX,texture,-15,c6104b6eaf5403dcfee30a26708538ad855361b1554985b65273752b6b277888,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2261,P5T01-C02151,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_S_Lily.DTX,texture,-15,2b07e250af37d631b87a84602bcbd6a052887868068d02806676c274376bb952,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2262,P5T01-C02152,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_S_Sakura2.DTX,texture,-15,7becac883330f2011577afa7dff1d3ded0c669a412e4d9445f032e76a9300fe9,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2263,P5T01-C02153,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_S_Sampaguita.DTX,texture,-15,4218e5fb6872f9ccbc24212d8ed493705e5c50d4da1ffd7e79d87b80cc5f1055,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2264,P5T01-C02154,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_S_SonWukong.DTX,texture,-15,9ffc66b1562a4624df7f70b4c6133ebe2d2614f7a3f25daee9388e7811ce6b08,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2265,P5T01-C02157,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_Silencer_DMZ.DTX,texture,-15,6a653f1c0ee8064f7da3ea6553b9d5660829d5871d53b85b79b581fb099775f3,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2266,P5T01-C02158,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_Silencer_DualMag_Sampaguita.DTX,texture,-15,1da1b8b3c911e70ce2cbbad0d2b6f919101496286ba751a9a13580aa8afa7472,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2267,P5T01-C02159,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_Silencer_Peony.DTX,texture,-15,0c2746bd2e69b7b846a47e696c3578b022b2b0e4e9a70b2bfd28aacdd9dabecb,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2268,P5T01-C02160,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_Silencer_PlatinumBlue.DTX,texture,-15,79e7dfafffac8a45825d6cdb42ffc857a5e94562e47248846ae6a50fa46bdd49,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2269,P5T01-C02163,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_Silencer_TurtleShell.DTX,texture,-15,369ebb4cff6b75dab7b2c473631da3236e04cab0f25c8a7e829956bb0e11d30a,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2270,P5T01-C02166,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_XS_Jade.DTX,texture,-15,14146116e6dd0b2487d79e9c34d0cfb45c556085d887410046ac6f88b085af04,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2271,P5T01-C02167,data/rf019/TEX/UI/KILLMSG/SHOT_WEAPON_M4A1_wcg2011.DTX,texture,-15,36a38467f376b8114102dff9cc1d76dc644fb6ea4cf66899367482ee55404c86,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2272,P5T01-C02174,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-AWCG.DTX,texture,-15,4dabad105bb6f2bf55ffd23db62b1f486007abfd489456cdd301cb418d741639,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2273,P5T01-C02175,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-Bandage.DTX,texture,-15,f45579d2357ddb535165eb39e2ffb53852033cb6922430479aff6a83da356629,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2274,P5T01-C02176,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-Blue Crystal.DTX,texture,-15,544cd2aa8b195febf9e88eca4346a3e8ee67df93b0c6cbdac4e498bb015574f2,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2275,P5T01-C02177,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-C-RedCrystal.DTX,texture,-15,ebbf21645718925475c24bde19a79cbfe74304a735ff9cfc9bdd14452aea44a5,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2276,P5T01-C02178,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-CUSTOM.DTX,texture,-15,a8ea61b963a02d2369667720df37a3a31fc4acd7c21ed56012b464e4e70c89ec,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2277,P5T01-C02179,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-Cherry.DTX,texture,-15,09f56af52e35f786d90a5f15c45f54647ce4690131f1142cde417048b68417c3,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2278,P5T01-C02180,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-E.DTX,texture,-15,f5fc531abc727d56f28328abecf59c64f0831464f9ed07721790331d7c78b942,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2279,P5T01-C02181,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-GOLD.DTX,texture,-15,81532b5f44ccf77aa8c6d770573bd92b1da22e702c4f427fb20412178ce19d34,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2280,P5T01-C02182,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-Halloween.DTX,texture,-15,7dc81bf4a1c09dbd203b1c5d347fe8447632f390b5317a78055560201b2e22a6,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2281,P5T01-C02183,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-PC-BRONZE.DTX,texture,-15,ff77e285ad324b0822adb881546090dfffc2bf2ad7da6149adc50ad27878ced6,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2282,P5T01-C02184,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-PC-CRYSTAL.DTX,texture,-15,81d92c73c4803fccdf5eba2a563841292d0d8708f03f0eec946f6eea678b9aad,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2283,P5T01-C02185,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-PC-SILVER.DTX,texture,-15,ec19ef3817bcfdbe7f6c63279cc0cf0a867b70c35b43855c70480af554dd9a3f,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2284,P5T01-C02186,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-Pink.DTX,texture,-15,42ec375e078047a2386ba87ccd4c8ac1cde07aaceb03062e96da0681828ac2d2,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2285,P5T01-C02187,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-QT.DTX,texture,-15,cb5c69b4eaed6cb44d93b20a0f812b8efc94f813a0b69b7e98b4c915ab1c26fb,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2286,P5T01-C02188,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-R.Dragon.DTX,texture,-15,0f37d3fac75a31f4f618c4dd9a0b8007882b3227905b0a6037170ef311b370a2,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2287,P5T01-C02189,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-RoyalDragon.DTX,texture,-15,09787480e42a0f3b2608125958e66df4a099aaac997169587884dea9d802ff4d,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2288,P5T01-C02191,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-S-Blossoms.DTX,texture,-15,24790cde2aeb8482d6b0f6e23c1238f640f5f9b30d78c9a648f7d01539025333,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2289,P5T01-C02194,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-S-PinkCrystal.DTX,texture,-15,304729310f6086761ef39a338f86e009c8d22dbad7647ba662ab2500c8bc9ec6,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2290,P5T01-C02195,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-S-UltimateGold.DTX,texture,-15,307b009c141df94a880620808a06fe5ee026a08ebd15a1ebe63a24bda5a967c8,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2291,P5T01-C02196,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-S.DTX,texture,-15,92cee220b2b0fad339fe44b122a9142b920f1c2a27e05c674f3619187e23503e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2292,P5T01-C02197,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-SILENCER.DTX,texture,-15,eeb79bb76e886936ca938ef9898b22c7c745cc14d6b352e2949f46570dbc48c3,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2293,P5T01-C02198,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-STRIPES.DTX,texture,-15,0d94fa5292d76b1976ad52f5afa1cfdd3016528286d05200293f9380653213b3,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2294,P5T01-C02199,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-S_QQ.DTX,texture,-15,6a9439361725d53c8e22fd6ba8e37dd87aee1f4703c3f310d3209eadb3c0a0d4,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2295,P5T01-C02200,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-S_UltimateSilver.DTX,texture,-15,8da75dd275ca902fefbd8e96deb23a12dae68cc0e1b9cb0568b7736474d13281,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2296,P5T01-C02201,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-TGC.DTX,texture,-15,51d189740f10b83e5296f196b6fa2153791507b07c0830ceb488ef77ec3948f3,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2297,P5T01-C02202,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-Tiger.DTX,texture,-15,58d02a284200c0ffcbe83eeb6e347173c9e469360cbb2e3a90e217ca6a0d24ef,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2298,P5T01-C02203,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-X-Halloween.DTX,texture,-15,9be6aa0cff7c768ff6f429c8bd9dc333e2f9fc626637aad2f4a4a2eb569fb09e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2299,P5T01-C02204,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-X.DTX,texture,-15,214390365f5011d56758065e7b5f4754f18da60a7c6039431747a7a3231b7dcd,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2300,P5T01-C02205,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-XMAS.DTX,texture,-15,9a353e2ac7f4cd8ceb350d49ad5e135ac4e09d99b9bc16bd94e3b214e2c1610e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2301,P5T01-C02206,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-XS-RoyalDragon2.DTX,texture,-15,c28104f34f3bfefa98c05d637bf99d747b042ab29cf43d437d918e26cba28c56,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2302,P5T01-C02207,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-XS-RoyalDragon4.DTX,texture,-15,8b0428016def2a633a9ae979de2cea9e0b94e02d7874769e92b273da686805f2,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2303,P5T01-C02208,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-X_CAMO.DTX,texture,-15,097d4072c7690084db53ca0be8a1d8f0d7fa02877f56ad194a4c6a71397cf1b9,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2304,P5T01-C02209,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-X_GOLD.DTX,texture,-15,0ca60ae5059237e811f7c826b16a2a55c03523fe62610a8b3fcedb4f443c225a,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2305,P5T01-C02210,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-X_GOLDFIRE.DTX,texture,-15,ae3b33961a5d88e17c2fe7567fc6bcad9d4de11915c35f71c698322c30dfe473,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2306,P5T01-C02211,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-Xmas2.DTX,texture,-15,dfea0c365615978892bbd6dc674026084c2720a7ce7c7b1313c9ebf2c6514612,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2307,P5T01-C02212,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1-phoenix.DTX,texture,-15,33c138730eacfc759169701a597dcc7c69fb3f9172397fbd9084bb657181c86d,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2308,P5T01-C02213,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1.DTX,texture,-15,b4bb3821b04e25c1b2fb4d11cf1a39d88c768044b913412461779a19ae677c59,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2309,P5T01-C02214,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1_Balance.DTX,texture,-15,0a9ffc5d1663f0a4e70eda7b48b638dcd45b935f10426d975cd41cb9c4768a55,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2310,P5T01-C02215,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1_CFS2014.DTX,texture,-15,a81b1f20fcdddffd2570e815a835dfcaaac9828b692168ef757173ed3b376d59,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2311,P5T01-C02216,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1_CFS2015.DTX,texture,-15,0df944ae43d6ba5b8bf79ba1f6959823af862ce51cac74180250839c00ab6af9,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2312,P5T01-C02217,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1_C_UltimateGold.DTX,texture,-15,a062e226cee414f6dea25e4e0d4d9c394345951d2b0d11cb4f5fb39506bec7fa,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2313,P5T01-C02218,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1_Custom_violetCrystal.DTX,texture,-15,3535fd3c958f4006b2115bdbd98bcaf568bb58ade1db85f53a80ad2a3f4e977b,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
2314,P5T01-C02219,data/rf019/TEX/UI/WEAPONICON/BUYWEAPON_INFO_M4A1_DigitalCamo_Silencer.DTX,texture,-15,5c6aed32e467531972b23c1cc64ab3ea641777f68c90c0a8ab6278b1326dfc32,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 atlas/UV comparison
